workclass,age,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,hours.per.week,income
2,46,44671,9,13,2,10,0,4,1,39,0
5,44,87282,9,13,4,9,1,1,0,37,0
4,29,322238,11,9,4,4,1,4,1,39,0
2,39,65382,15,10,2,3,0,4,1,39,0
4,62,115176,11,9,2,4,0,4,1,64,0
4,48,162236,12,14,6,3,4,4,0,39,1
2,42,409902,11,9,4,3,4,2,0,24,0
1,60,204062,12,14,2,9,0,4,1,47,1
2,35,283305,9,13,4,3,1,4,0,39,0
2,39,435638,15,10,4,6,1,4,1,39,0
3,34,114733,7,12,2,0,5,4,0,35,0
2,22,162343,15,10,4,0,2,2,1,21,0
2,44,79531,8,11,2,2,0,4,1,39,1
5,44,395078,11,9,0,0,1,4,0,39,0
2,21,159567,11,9,4,6,1,4,1,49,0
2,49,133917,8,11,4,11,2,2,1,39,0
2,52,196894,1,7,5,5,4,4,1,39,0
2,23,190290,9,13,4,9,3,4,1,39,0
2,54,102828,11,9,2,2,0,4,1,48,0
2,31,128493,11,9,0,7,1,4,0,24,0
5,30,290677,12,14,4,0,1,2,0,19,0
2,21,283757,15,10,4,11,3,4,1,39,0
1,38,169104,9,13,2,10,0,1,1,39,1
2,51,171409,15,10,2,13,0,4,1,39,1
4,34,319165,10,16,2,9,0,4,1,49,1
2,22,203182,9,13,4,3,4,4,0,29,0
2,26,166666,15,10,4,7,1,4,0,34,0
2,41,156566,15,10,2,2,0,4,1,39,1
2,35,140564,9,13,2,11,0,4,1,39,1
1,27,322208,15,10,4,13,3,4,1,39,0
2,65,420277,15,10,2,10,0,4,1,39,0
2,31,123430,1,7,2,4,0,4,1,64,0
3,45,151584,14,15,2,9,0,4,1,34,1
4,37,348960,7,12,2,13,0,4,1,49,1
3,47,201699,7,12,2,3,0,4,1,49,1
2,33,511517,11,9,2,9,0,4,1,39,0
2,40,118001,0,6,2,2,0,2,1,39,0
2,38,193961,15,10,2,2,0,1,1,39,1
2,21,32732,15,10,4,11,1,4,1,39,0
2,40,223548,11,9,2,0,0,4,1,39,0
2,33,389932,11,9,0,13,1,2,1,54,0
2,29,102345,15,10,4,12,1,4,1,51,0
2,41,107584,15,10,5,13,1,4,1,34,0
5,20,39478,15,10,4,3,3,4,1,53,0
4,34,276221,0,6,2,4,0,4,1,39,0
2,46,235646,11,9,2,2,0,4,1,39,1
2,40,123306,8,11,2,9,0,4,1,39,1
2,59,38573,15,10,2,3,0,4,1,39,1
2,23,216889,11,9,4,5,1,4,1,39,0
2,23,386705,15,10,4,0,3,4,1,23,0
4,47,249585,15,10,2,2,0,4,1,29,0
1,31,47276,9,13,2,7,0,4,1,37,1
4,42,162758,15,10,2,5,0,4,1,55,1
1,46,146497,11,9,0,9,1,4,0,39,0
2,29,190765,11,9,0,6,1,4,1,43,0
2,21,186314,11,9,2,0,0,4,1,39,0
2,55,213615,11,9,2,2,0,4,1,39,1
2,38,162322,8,11,4,12,3,4,0,39,0
5,44,115932,12,14,2,3,0,4,1,39,0
4,61,392694,15,10,0,3,1,4,1,49,1
5,38,143517,9,13,4,3,3,4,1,39,0
3,50,123429,9,13,2,9,0,4,1,44,1
2,53,254285,12,14,2,9,0,4,1,39,1
2,37,238311,11,9,2,6,0,2,1,35,1
2,49,281647,12,14,2,3,0,4,1,44,1
2,30,75167,15,10,2,6,0,4,1,39,1
2,19,252862,8,11,4,9,3,4,0,39,0
4,59,199240,11,9,0,9,1,4,1,19,0
2,43,145762,9,13,2,3,0,4,1,39,0
1,29,142443,9,13,2,9,0,4,1,59,0
2,49,99361,14,15,2,9,0,4,1,44,0
2,36,105138,11,9,0,13,1,4,1,49,0
2,18,151866,15,10,4,11,1,4,0,19,0
2,60,297261,15,10,6,11,1,4,0,14,0
2,43,148998,11,9,0,0,4,4,0,39,0
2,42,143046,11,9,4,7,3,4,0,39,0
2,41,183850,11,9,0,11,1,4,1,49,0
2,31,198452,9,13,4,0,3,4,0,39,0
2,20,161092,15,10,4,5,3,4,1,39,0
2,37,112497,12,14,2,3,0,4,1,39,1
4,51,155963,15,10,2,2,0,4,1,54,0
2,24,376393,8,11,4,11,1,4,0,39,0
5,21,151790,15,10,4,0,3,4,0,29,0
2,21,438139,11,9,4,11,1,4,1,49,0
2,35,214896,11,9,0,0,1,4,0,44,0
2,30,102821,15,10,2,2,1,4,1,39,0
4,44,90021,11,9,2,2,0,4,1,29,0
2,45,77085,9,13,2,2,0,1,1,39,1
2,42,158555,0,6,2,3,0,4,1,39,0
2,32,462255,9,13,0,3,1,4,0,39,0
2,33,144949,11,9,4,5,1,4,1,39,0
2,27,116207,6,5,2,2,0,4,1,31,0
2,17,187308,0,6,4,7,3,4,0,14,0
1,45,189890,11,9,4,0,4,4,0,39,0
2,41,185267,9,13,2,9,0,4,1,39,0
2,19,63434,15,10,4,6,1,4,0,34,0
2,45,1366120,8,11,0,7,1,4,0,7,0
2,33,129707,9,13,4,0,1,4,1,59,1
2,51,74784,9,13,0,11,1,4,0,59,0
2,33,44392,11,9,0,5,3,4,1,19,0
2,23,406641,15,10,4,5,2,4,0,17,0
2,52,89041,9,13,3,9,1,4,1,29,1
2,25,180212,11,9,4,0,4,2,0,39,0
4,64,178472,6,5,5,13,1,4,1,44,0
2,29,168470,11,9,4,13,3,4,1,39,0
1,26,80485,9,13,4,9,1,4,0,37,0
2,24,216867,0,6,4,7,2,4,1,29,0
0,43,214541,15,10,2,3,0,4,1,39,1
2,28,70034,9,13,2,11,0,4,1,44,1
2,44,128485,8,11,2,2,0,2,1,39,0
2,55,106740,11,9,2,3,0,4,1,39,1
2,52,167527,1,7,6,7,4,2,0,39,0
2,31,19302,9,13,2,9,0,4,1,39,1
2,35,210150,11,9,0,0,4,4,0,39,0
2,39,179824,11,9,4,6,4,2,0,35,0
2,27,420351,11,9,4,13,3,4,1,39,0
5,23,215443,15,10,4,0,1,4,1,14,0
2,33,215306,8,11,4,7,1,4,1,39,0
2,39,108069,15,10,4,2,4,4,0,39,0
2,44,260046,11,9,0,13,1,4,1,39,0
2,38,31053,11,9,0,3,4,4,0,39,0
2,18,362302,2,8,4,7,3,4,1,14,0
2,54,87205,11,9,6,7,1,4,0,14,0
2,45,191703,11,9,4,0,3,2,0,39,0
2,43,242968,12,14,2,3,0,1,1,39,1
1,23,185575,9,13,4,9,3,4,0,39,0
4,33,73585,1,7,2,2,0,4,1,49,0
2,45,301802,9,13,2,13,0,4,1,49,1
3,32,108467,9,13,4,3,1,4,1,54,0
2,47,431245,5,4,2,2,0,4,1,39,0
2,44,157217,7,12,2,9,0,4,1,39,1
2,22,204935,11,9,4,6,3,4,1,39,0
2,17,277112,1,7,4,11,3,4,1,29,0
1,30,159773,9,13,2,10,0,4,1,44,1
2,51,118793,9,13,2,9,0,4,1,68,1
5,26,152457,11,9,4,10,1,4,1,39,0
2,50,266529,1,7,2,2,0,4,1,39,0
2,63,113756,11,9,4,3,3,4,0,39,0
2,48,83444,8,11,2,3,0,4,1,42,1
2,29,198825,11,9,4,3,1,4,0,37,0
2,69,71489,12,14,2,9,0,4,1,24,0
2,56,111218,11,9,2,13,0,4,1,59,0
4,42,352196,11,9,5,7,1,4,0,21,0
0,41,355918,11,9,2,12,0,4,1,39,1
2,23,182615,15,10,4,0,3,4,1,39,0
2,29,211482,9,13,4,9,1,4,1,49,1
2,34,386370,15,10,2,2,0,4,1,49,0
1,46,180010,9,13,2,9,5,4,0,39,1
6,46,142210,11,9,2,6,5,4,0,24,0
2,33,415706,4,3,5,7,4,4,0,39,0
2,46,237731,8,11,2,0,0,4,1,39,0
2,26,343506,11,9,4,7,3,2,0,39,0
1,49,116163,9,13,0,9,4,4,0,49,0
2,35,301862,11,9,2,6,0,4,1,39,0
2,27,33429,15,10,0,0,4,4,0,39,0
2,31,169583,11,9,4,3,3,4,0,39,0
2,47,146497,15,10,5,0,4,4,0,15,0
4,48,383384,11,9,2,2,0,4,1,39,1
2,27,240809,15,10,4,0,1,4,0,55,0
2,38,203763,11,9,0,0,1,4,0,39,0
2,27,218785,11,9,2,3,5,4,0,39,0
2,17,244602,2,8,4,7,3,4,1,14,0
5,44,175696,9,13,2,3,0,4,1,39,1
2,26,101027,11,9,2,11,0,4,1,47,0
2,37,99270,11,9,4,13,2,4,0,39,0
2,49,224393,9,13,2,3,0,4,1,54,1
2,42,192381,11,9,2,2,0,4,1,39,1
2,26,131686,9,13,4,9,1,4,0,39,0
2,44,277533,15,10,2,2,0,4,1,39,0
2,47,72880,12,14,4,9,1,4,0,39,0
2,49,209057,15,10,0,12,1,4,1,39,0
2,17,108909,11,9,4,11,3,4,0,19,0
2,42,74949,15,10,0,9,1,4,1,39,0
2,30,235639,0,6,2,2,0,4,1,39,0
5,36,137421,8,11,2,12,0,1,1,36,0
2,53,122412,9,13,4,9,1,4,0,39,0
2,23,434894,11,9,2,5,0,2,1,39,0
2,35,379959,11,9,0,7,1,4,0,39,0
2,39,225330,9,13,6,9,4,4,0,49,1
2,40,32627,12,14,2,9,0,4,1,59,0
2,28,65171,15,10,2,0,0,4,1,39,0
2,32,193380,11,9,4,13,3,4,1,39,0
2,42,184823,15,10,4,0,3,4,0,39,0
2,35,81259,9,13,4,0,1,4,0,42,0
2,35,301369,2,8,4,6,4,2,0,39,0
2,21,190968,11,9,4,6,3,4,1,39,0
2,31,330715,11,9,5,7,1,4,1,39,0
1,25,77698,15,10,4,0,4,2,0,39,0
2,24,109053,11,9,4,7,2,4,1,24,0
2,69,312653,15,10,2,11,0,4,1,24,0
4,35,193260,12,14,2,11,0,1,1,39,1
2,35,331831,9,13,2,11,0,4,1,39,0
2,51,163948,8,11,2,12,0,4,1,39,1
2,48,36228,11,9,0,13,1,4,1,43,0
2,49,160167,8,11,2,0,0,4,1,39,0
2,43,104196,15,10,2,0,0,4,1,39,0
2,53,288353,9,13,2,3,0,4,1,39,1
2,35,187693,11,9,4,6,3,4,1,39,0
2,36,114988,11,9,4,7,1,4,0,39,0
1,34,117392,12,14,4,9,1,4,0,39,0
2,48,121124,15,10,2,7,0,4,1,39,1
2,53,195638,11,9,0,0,1,4,0,39,0
5,49,216734,14,15,0,3,1,4,0,39,0
2,41,49156,11,9,2,2,0,4,1,39,0
2,25,126133,15,10,4,7,3,4,0,39,0
2,24,304463,15,10,2,2,0,4,1,64,0
2,34,214288,11,9,4,2,3,4,1,39,0
2,29,274969,11,9,4,2,4,4,0,41,0
2,23,189072,9,13,4,12,1,2,0,44,0
2,46,128047,15,10,5,11,1,4,1,41,0
2,20,210338,15,10,4,7,3,4,0,14,0
2,63,122442,2,8,2,2,0,4,1,39,0
2,33,251421,7,12,0,9,1,4,1,49,0
0,24,219519,15,10,4,0,3,2,0,39,0
2,36,33355,15,10,4,7,3,4,1,44,0
2,25,441210,11,9,4,9,3,4,1,39,0
1,54,178356,6,5,2,7,0,4,1,39,0
4,50,231196,9,13,0,11,1,4,1,49,0
5,58,40925,9,13,2,3,0,4,1,39,0
2,17,270587,1,7,4,7,3,4,1,19,0
2,27,114967,9,13,4,11,3,4,1,39,0
2,20,344492,11,9,5,11,3,4,0,25,0
2,22,369387,1,7,2,2,0,4,1,34,0
4,80,101771,1,7,2,3,0,4,1,24,0
2,52,137428,11,9,0,13,1,4,1,44,0
2,48,139290,0,6,5,6,3,4,0,47,0
2,62,199193,11,9,2,5,0,4,1,24,0
2,32,286689,7,12,2,12,0,4,1,41,1
0,58,208640,9,13,2,3,0,4,1,39,1
4,37,120130,12,14,2,3,0,4,1,59,1
3,29,241431,10,16,2,9,0,4,1,34,1
2,25,120450,11,9,4,7,1,4,1,39,0
2,26,152240,15,10,4,6,3,4,1,39,0
2,50,200960,15,10,2,11,0,4,1,49,0
0,30,314310,9,13,2,9,0,4,1,39,1
1,30,44566,9,13,2,9,0,4,1,76,0
2,59,21792,11,9,6,7,1,4,0,9,0
2,36,182074,11,9,4,5,3,4,1,39,0
2,37,221850,12,14,2,3,0,4,1,49,1
2,42,240628,9,13,2,3,5,4,0,39,1
2,34,318641,9,13,2,3,0,2,1,44,1
4,27,140863,6,5,2,2,0,4,1,39,0
2,39,129150,9,13,2,12,0,4,1,49,1
2,41,244945,15,10,2,3,0,4,1,39,0
2,50,138514,15,10,0,0,4,2,0,39,0
2,18,92008,11,9,4,5,2,4,0,27,0
2,23,207415,9,13,4,3,3,4,0,14,0
2,26,188626,11,9,2,2,0,4,1,47,0
2,27,133696,15,10,2,9,0,4,1,83,0
2,21,195919,0,6,4,5,1,3,1,39,0
2,41,119266,11,9,2,7,0,4,1,39,0
4,42,140474,7,12,0,2,3,0,1,34,0
2,25,69739,0,6,4,6,3,4,1,39,0
2,43,293176,9,13,2,11,0,4,1,39,1
2,23,217961,15,10,4,5,3,4,1,14,0
2,23,419394,15,10,4,11,3,2,1,8,0
2,18,220836,1,7,4,7,1,4,0,19,0
2,37,334291,9,13,4,3,1,4,1,49,0
2,36,200360,15,10,4,2,1,4,1,39,0
2,36,203482,7,12,2,9,0,4,1,39,1
2,23,87867,11,9,4,11,3,4,1,34,0
2,55,123515,11,9,0,0,1,4,0,39,0
2,42,175935,11,9,2,6,0,4,1,39,0
2,22,229456,11,9,4,0,3,2,0,37,0
1,42,99554,15,10,2,13,0,4,1,39,0
2,21,190227,11,9,4,0,4,4,1,39,0
2,25,29020,7,12,0,0,1,2,0,44,0
2,31,306459,3,2,5,5,4,4,1,34,0
2,42,193995,15,10,0,2,1,4,1,37,0
2,26,105059,6,5,2,2,0,4,1,19,0
2,34,342709,12,14,2,3,0,4,1,39,0
2,51,53838,9,13,2,5,0,4,1,39,0
1,45,209482,12,14,2,9,5,4,0,44,1
2,44,214242,15,10,2,13,0,4,1,49,1
2,35,100375,15,10,3,4,3,4,1,39,0
2,46,149949,5,4,2,13,0,4,1,39,0
2,46,189762,7,12,4,12,1,4,1,55,0
2,46,79874,9,13,2,3,0,4,1,52,1
4,66,104576,9,13,2,3,0,4,1,7,1
5,34,355700,11,9,5,0,4,4,0,19,0
2,26,213625,7,12,2,11,0,4,1,39,0
2,29,204984,11,9,2,2,0,4,1,39,1
2,30,144593,11,9,4,7,1,2,1,39,0
2,23,217169,9,13,4,0,3,4,0,39,0
2,46,184883,6,5,2,6,5,4,0,39,0
2,54,57758,12,14,2,11,0,4,1,67,1
4,54,30908,5,4,2,4,0,4,1,59,0
2,71,217971,6,5,6,11,4,4,0,12,0
2,51,160703,2,8,2,2,0,4,1,44,0
2,32,142675,11,9,4,2,1,4,1,39,0
2,57,171242,1,7,3,2,1,4,1,39,0
2,34,376979,6,5,4,2,1,4,1,39,0
2,21,277530,11,9,4,3,3,4,0,39,0
2,50,104501,12,14,2,9,0,4,1,39,1
2,32,94041,8,11,4,2,1,4,1,43,0
1,37,593246,9,13,2,9,5,4,0,49,1
2,19,121074,5,4,2,2,0,4,1,93,0
2,64,192596,11,9,6,0,1,4,0,29,0
2,17,142457,1,7,4,7,3,2,1,19,0
2,37,136028,8,11,2,7,0,4,1,39,0
2,20,157894,15,10,4,7,3,2,1,19,0
2,18,252993,2,8,4,5,3,4,1,39,0
2,42,219591,9,13,2,0,0,4,1,54,1
1,53,205005,9,13,2,9,5,4,0,59,1
2,52,221936,11,9,2,11,0,4,1,39,0
2,51,120914,0,6,4,4,3,4,1,39,0
3,77,155761,15,10,2,11,0,4,1,7,0
1,38,236687,15,10,4,9,3,4,1,39,0
2,20,318036,11,9,4,7,1,4,1,39,0
2,23,53306,11,9,4,2,1,4,1,29,0
2,27,174645,11,9,4,0,3,4,0,39,0
2,19,321817,1,7,4,7,3,4,0,39,0
2,41,206948,9,13,2,11,0,4,1,39,1
0,47,402975,15,10,2,3,0,2,1,39,0
2,36,143486,9,13,2,11,0,4,1,39,1
3,42,27187,12,14,2,4,0,4,1,59,1
2,24,187717,9,13,4,0,3,4,0,39,0
2,22,378104,11,9,4,5,3,4,1,39,0
2,29,113870,3,2,2,7,0,4,1,39,0
2,24,326334,9,13,4,9,3,4,1,19,0
2,41,279914,15,10,2,0,0,4,1,44,1
2,29,320451,11,9,4,10,1,1,1,39,0
2,36,207853,11,9,0,2,3,4,1,39,0
3,78,237294,11,9,6,11,1,4,1,44,1
5,34,259705,15,10,5,3,3,4,0,39,0
2,24,449432,2,8,2,2,0,4,1,39,0
0,36,89083,8,11,2,12,0,4,1,39,0
2,49,59612,15,10,2,11,0,4,1,43,0
2,21,129980,6,5,4,13,3,4,1,39,0
2,51,108233,7,12,5,7,1,2,0,39,0
2,30,342709,11,9,2,12,0,4,1,39,0
2,37,126675,11,9,4,2,1,4,1,39,0
2,30,141118,8,11,4,0,1,4,0,39,0
2,46,173243,11,9,2,2,0,4,1,39,0
1,24,161092,11,9,4,7,3,4,1,39,0
2,32,209691,9,13,2,11,0,4,1,41,1
2,36,89508,15,10,0,9,1,4,1,49,0
2,30,399522,1,7,3,5,4,4,0,39,0
5,60,136939,15,10,2,13,0,4,1,39,0
1,56,264436,15,10,0,3,1,4,0,39,0
2,57,199572,1,7,2,6,0,4,1,39,0
0,61,28291,9,13,2,3,5,4,0,39,0
2,50,215990,11,9,2,2,0,4,1,39,1
4,56,179594,11,9,2,3,0,4,1,47,0
2,26,182308,15,10,2,9,0,4,1,39,0
4,56,51662,1,7,2,7,5,4,0,39,0
2,45,289468,1,7,6,7,4,4,0,39,0
2,28,201954,7,12,4,3,1,4,1,64,1
4,45,26781,15,10,2,3,0,0,1,39,0
2,58,100960,6,5,2,5,0,4,1,39,0
2,23,213811,9,13,4,3,3,4,0,39,0
2,49,124672,11,9,2,2,0,4,1,39,1
2,19,219300,15,10,4,11,3,4,0,24,0
2,22,270436,11,9,4,7,3,4,1,39,0
2,23,212619,11,9,2,6,0,4,1,49,0
2,40,84136,11,9,2,2,0,4,1,24,0
0,55,264834,9,13,4,9,1,4,0,39,0
5,34,98995,8,11,4,9,1,4,0,39,0
2,21,278254,11,9,2,6,0,2,1,39,0
2,28,167987,11,9,4,7,3,4,0,39,0
0,43,72887,9,13,3,12,1,1,1,39,0
2,17,176467,6,5,4,13,1,4,1,19,0
4,51,85902,0,6,6,13,2,4,0,39,0
2,37,223433,11,9,2,11,0,4,1,39,1
3,54,108435,9,13,2,11,0,4,1,49,1
2,24,172496,9,13,4,11,1,4,1,29,0
2,35,241998,11,9,2,2,0,4,1,39,1
2,23,187513,8,11,4,6,3,4,1,39,0
2,24,440138,11,9,4,8,1,4,0,44,0
2,24,218215,8,11,4,0,3,4,0,19,0
2,34,94413,11,9,2,13,0,4,1,39,1
2,45,183598,11,9,0,0,1,4,0,39,0
2,36,192664,1,7,4,2,3,4,1,39,0
2,33,392812,9,13,2,3,0,4,1,44,1
2,21,155818,11,9,4,7,3,4,0,19,0
2,32,195000,11,9,2,2,0,4,1,39,0
2,22,308205,4,3,4,4,2,4,1,39,0
2,53,104879,11,9,2,12,0,4,1,39,1
2,36,152307,11,9,2,6,0,4,1,39,0
2,22,145964,9,13,4,11,3,4,1,39,0
2,47,97419,11,9,2,10,5,2,0,39,0
2,30,263150,11,9,0,6,4,4,0,19,0
2,23,151888,15,10,4,11,3,4,1,39,0
2,40,254167,0,6,5,13,3,4,1,34,0
1,45,331482,7,12,0,12,3,4,1,39,0
1,61,177189,9,13,2,9,0,4,1,41,0
2,35,186886,11,9,0,3,4,4,0,54,0
2,20,33221,15,10,4,7,3,4,0,24,0
2,27,188171,0,6,4,0,3,4,1,59,0
2,23,209770,11,9,4,0,3,4,0,39,0
2,25,164488,9,13,2,9,0,4,1,39,0
1,65,180869,15,10,6,0,1,4,0,34,0
2,25,190350,11,9,4,0,4,2,0,39,0
2,45,204057,9,13,0,0,4,4,0,39,0
2,67,134906,11,9,6,11,1,4,0,31,0
2,40,174515,11,9,6,6,4,4,0,39,0
2,51,259363,15,10,2,3,0,4,1,59,1
2,35,209609,11,9,2,13,0,4,1,59,0
2,28,185127,15,10,4,11,1,4,1,39,0
2,44,462838,11,9,0,5,1,4,0,47,0
2,37,176967,15,10,2,2,0,4,1,49,1
2,54,284129,15,10,2,13,0,4,1,44,1
0,33,37546,14,15,2,9,5,4,0,39,1
2,46,116666,11,9,0,3,1,4,0,39,0
2,49,423222,12,14,2,11,0,4,1,49,1
2,51,201127,11,9,0,11,1,4,1,44,0
2,27,202239,11,9,2,5,0,4,1,39,0
2,36,209629,11,9,2,6,0,4,1,39,0
2,24,133520,15,10,4,11,3,4,0,14,0
2,31,176410,11,9,4,7,3,4,0,37,0
0,35,103214,10,16,4,9,1,0,0,59,1
2,50,226735,15,10,2,10,0,2,1,68,1
3,43,151089,11,9,2,11,0,4,1,49,0
2,21,244312,6,5,4,2,3,4,1,29,0
2,33,209317,6,5,4,7,1,4,1,44,0
2,22,374116,11,9,4,8,3,4,0,35,0
2,29,205249,12,14,2,3,0,1,1,39,0
4,42,326083,8,11,2,9,0,4,1,39,0
4,28,183523,11,9,2,2,0,4,1,49,0
2,36,350783,11,9,4,9,1,4,0,37,0
1,66,140849,11,9,6,7,1,4,0,24,0
2,44,175943,9,13,2,9,5,4,0,19,0
1,45,125933,15,10,0,0,4,2,0,39,0
2,49,225124,11,9,0,7,3,2,0,39,0
2,36,272090,9,13,0,9,4,4,0,44,0
2,48,40666,1,7,2,5,0,4,1,59,0
2,19,35245,11,9,4,13,3,4,1,39,0
2,36,167482,9,13,2,0,0,4,1,39,1
2,41,204662,12,14,2,3,0,4,1,44,1
2,32,291147,15,10,2,11,0,4,1,49,0
2,49,179869,11,9,2,2,0,4,1,39,1
4,51,205100,11,9,2,3,5,4,0,39,0
2,20,352139,15,10,0,7,3,4,0,28,0
2,39,111268,9,13,4,0,3,4,0,39,0
2,38,247111,11,9,2,12,0,4,1,39,1
2,19,271446,15,10,4,7,3,4,0,24,0
1,29,132412,9,13,4,5,3,4,1,39,0
3,52,74712,11,9,2,11,0,1,1,39,1
2,22,94662,8,11,4,2,1,4,1,43,0
3,44,33126,15,10,2,3,0,4,1,76,0
2,43,133584,11,9,0,2,1,4,1,39,0
2,40,374367,8,11,5,11,1,2,1,43,0
2,40,179666,9,13,4,3,1,4,1,29,0
2,18,99219,1,7,4,11,3,4,0,14,0
3,57,180211,14,15,2,9,0,1,1,49,1
1,54,219276,9,13,2,3,0,1,1,39,1
2,44,150011,9,13,0,9,4,4,0,39,0
2,20,231231,15,10,4,11,1,4,1,29,0
2,40,182217,15,10,2,7,5,4,0,39,0
2,29,277342,15,10,4,13,4,4,1,39,0
2,22,140001,9,13,4,0,1,4,1,39,0
2,45,223319,15,10,0,11,3,4,1,44,0
2,52,235307,9,13,2,9,0,4,1,39,1
1,51,156003,11,9,0,10,1,4,1,39,0
2,23,529223,9,13,4,11,3,2,1,9,0
2,22,202871,8,11,2,7,0,4,1,43,0
2,37,58337,15,10,0,3,1,4,0,39,1
0,58,298643,11,9,0,0,4,2,0,39,0
2,61,191188,0,6,6,4,4,4,1,19,0
2,30,96287,12,14,4,9,1,4,0,44,0
2,23,104443,15,10,4,0,3,4,0,39,0
2,30,323054,0,6,0,7,1,0,1,39,0
2,18,95917,11,9,4,7,3,4,1,24,0
2,23,49296,11,9,4,5,2,2,1,39,0
2,23,50953,15,10,4,8,3,4,0,9,0
2,57,124507,9,13,2,11,0,4,1,54,1
2,58,239523,11,9,2,3,0,4,1,44,1
4,59,309124,11,9,2,13,0,4,1,39,1
2,27,240172,9,13,3,0,1,4,1,39,0
2,50,105010,9,13,2,4,0,4,1,44,1
1,44,135056,12,14,0,9,4,4,0,15,0
2,25,178478,9,13,4,12,3,4,0,39,0
2,33,23871,11,9,0,7,4,4,0,29,0
2,22,362309,15,10,4,7,3,4,1,34,0
2,50,297906,15,10,2,11,0,1,1,49,1
2,44,230684,11,9,2,13,0,4,1,44,0
2,41,170866,9,13,2,3,0,4,1,49,1
1,54,182543,15,10,6,0,4,4,0,39,0
4,60,236470,5,4,2,4,0,4,1,39,0
2,58,33725,12,14,0,9,1,4,1,19,0
2,43,206878,11,9,4,0,4,4,0,59,0
1,33,173806,7,12,2,5,0,4,1,39,0
2,24,190709,15,10,2,13,0,4,1,64,0
2,41,149102,11,9,4,13,1,4,1,39,0
2,21,25265,11,9,4,2,3,4,1,39,0
2,39,100669,15,10,2,2,3,1,1,39,0
3,27,114158,9,13,4,3,3,4,0,39,0
2,50,228057,11,9,2,13,0,4,1,39,0
2,20,54012,11,9,4,5,3,4,1,39,0
0,46,219967,9,13,2,3,0,4,1,39,1
2,49,239865,1,7,2,13,0,4,1,39,0
5,35,119421,9,13,2,3,5,4,0,34,1
4,56,220187,15,10,2,7,0,4,1,44,1
2,42,175515,11,9,2,2,0,4,1,39,0
1,58,271795,5,4,2,2,0,4,1,39,0
2,43,70055,15,10,2,0,0,4,1,39,0
2,25,352806,11,9,0,7,1,4,0,39,0
2,57,266189,11,9,0,0,4,4,0,41,0
2,49,102945,5,4,6,6,1,4,0,39,0
2,23,173851,15,10,2,5,0,4,1,39,0
2,59,144092,11,9,2,2,0,4,1,39,0
2,50,198681,15,10,2,13,0,4,1,68,1
2,33,351810,9,13,4,9,1,4,0,44,0
2,52,180142,12,14,2,12,0,4,1,44,0
3,37,175360,11,9,2,2,0,4,1,39,1
3,30,224498,11,9,0,0,4,4,0,39,0
3,39,154641,11,9,0,2,4,4,1,59,0
1,54,152540,15,10,0,2,4,4,1,41,0
2,52,217663,11,9,2,11,0,4,1,44,1
1,22,138575,11,9,4,10,4,4,1,55,0
2,32,44677,9,13,4,0,1,4,1,39,0
2,25,456618,5,4,4,6,4,4,1,39,0
2,34,227282,15,10,4,2,1,4,1,39,0
2,47,27624,8,11,4,7,1,4,0,54,0
2,24,281403,11,9,4,4,3,4,1,92,0
2,48,377140,4,3,4,8,4,4,0,34,0
2,26,299810,11,9,4,11,1,4,0,49,0
2,28,181916,15,10,5,6,1,4,1,39,0
2,23,237044,11,9,4,7,3,2,1,11,0
5,64,269512,9,13,0,12,1,4,1,39,0
2,28,44767,9,13,4,3,3,4,1,49,1
2,28,67218,5,4,2,11,2,4,1,39,0
2,34,176992,15,10,2,6,0,4,1,39,0
2,44,379919,7,12,2,4,0,4,1,59,1
2,18,212370,11,9,2,2,0,4,1,24,0
2,36,179666,2,8,2,2,0,3,1,39,0
2,24,197387,11,9,4,7,3,4,1,39,0
1,29,220656,9,13,2,3,0,2,1,39,1
2,33,181091,15,10,2,9,0,4,1,39,0
0,57,135028,11,9,5,0,2,2,0,34,0
2,41,185057,8,11,4,2,1,4,0,39,0
2,55,106498,0,6,6,13,1,2,0,34,0
2,21,203003,0,6,2,2,0,4,1,39,0
4,36,223789,12,14,2,9,0,4,1,44,1
2,26,184026,15,10,4,9,1,3,1,49,0
2,32,372692,11,9,2,2,0,4,1,39,0
2,21,45607,15,10,4,7,3,4,0,39,0
4,29,212895,15,10,0,6,1,4,1,47,0
2,58,147989,11,9,2,13,0,4,1,39,1
2,47,145290,11,9,2,6,0,4,1,44,0
2,31,132601,11,9,4,7,3,4,1,39,0
4,42,30759,11,9,2,2,0,4,1,34,0
2,19,319889,11,9,4,7,3,4,1,24,0
2,66,29431,11,9,2,11,0,4,1,49,0
2,41,111483,11,9,2,6,0,4,1,44,0
2,22,184756,15,10,4,11,3,4,0,29,0
2,30,187560,9,13,4,11,1,4,1,39,0
4,36,84848,11,9,5,7,1,4,0,15,0
5,41,88913,7,12,0,9,4,1,0,35,0
2,19,73190,15,10,4,5,3,4,1,19,0
2,60,132529,11,9,2,7,0,4,1,39,0
2,24,214542,1,7,4,13,3,4,1,39,0
2,25,217006,1,7,2,6,0,4,1,39,0
2,52,169785,15,10,4,3,1,4,0,49,0
2,30,75573,9,13,4,3,1,4,0,44,0
2,37,239171,11,9,2,2,0,4,1,39,1
4,55,53566,10,16,0,3,1,4,0,29,0
2,20,117109,15,10,4,0,2,2,0,23,0
